sex,race,household_income,education,state,age_int,vote_trump,cell,high_income,high_education
Female,White,"$30,000 to $34,999",Masters&Doc,NC,51-60,0,"White Masters&Doc $30,000 to $34,999",0,1
Female,Black/African American,"$55,000 to $59,999",Associate Degree,GA,21-30,0,"Black/African American Associate Degree $55,000 to $59,999",0,1
Female,White,"$150,000 to $174,999",Masters&Doc,FL,61-70,1,"White Masters&Doc $150,000 to $174,999",1,1
Female,White,"$70,000 to $74,999",Highschool,AK,31-40,1,"White Highschool $70,000 to $74,999",0,0
Male,White,"$30,000 to $34,999",Highschool,OH,21-30,1,"White Highschool $30,000 to $34,999",0,0
Female,White,"$70,000 to $74,999",Highschool,PA,61-70,1,"White Highschool $70,000 to $74,999",0,0
Male,Black/African American,"$30,000 to $34,999",Associate Degree,FL,18-20,0,"Black/African American Associate Degree $30,000 to $34,999",0,1
Female,White,"$65,000 to $69,999",Highschool,SC,61-70,1,"White Highschool $65,000 to $69,999",0,0
Female,White,"$100,000 to $124,999",College Degree,PA,51-60,1,"White College Degree $100,000 to $124,999",0,1
Female,White,"$25,000 to $29,999",Highschool,TX,51-60,1,"White Highschool $25,000 to $29,999",0,0
Female,White,"$95,000 to $99,999",Highschool,NY,71-80,0,"White Highschool $95,000 to $99,999",0,0
Male,White,"$90,000 to $94,999",Masters&Doc,IN,41-50,0,"White Masters&Doc $90,000 to $94,999",0,1
Female,White,"$20,000 to $24,999",Highschool,NC,71-80,0,"White Highschool $20,000 to $24,999",0,0
Female,White,"$20,000 to $24,999",College Degree,FL,31-40,0,"White College Degree $20,000 to $24,999",0,1
Female,White,"$50,000 to $54,999",Highschool,FL,61-70,1,"White Highschool $50,000 to $54,999",0,0
Male,White,"$80,000 to $84,999",College Degree,NJ,21-30,1,"White College Degree $80,000 to $84,999",0,1
Female,White,"$75,000 to $79,999",Associate Degree,SC,71-80,0,"White Associate Degree $75,000 to $79,999",0,1
Male,White,"$50,000 to $54,999",College Degree,CO,61-70,1,"White College Degree $50,000 to $54,999",0,1
Female,other asian or pacific islander,"$30,000 to $34,999",Highschool,CA,21-30,0,"other asian or pacific islander Highschool $30,000 to $34,999",0,0
Female,White,"$75,000 to $79,999",Masters&Doc,MO,31-40,0,"White Masters&Doc $75,000 to $79,999",0,1
Female,White,"$20,000 to $24,999",Associate Degree,NY,61-70,0,"White Associate Degree $20,000 to $24,999",0,1
Female,White,"$55,000 to $59,999",College Degree,NJ,51-60,0,"White College Degree $55,000 to $59,999",0,1
Male,White,"$25,000 to $29,999",Associate Degree,FL,71-80,1,"White Associate Degree $25,000 to $29,999",0,1
Female,White,"$25,000 to $29,999",Highschool,IA,41-50,1,"White Highschool $25,000 to $29,999",0,0
Female,White,"$45,000 to $49,999",Highschool,CA,61-70,1,"White Highschool $45,000 to $49,999",0,0
Female,White,"$80,000 to $84,999",College Degree,OR,31-40,0,"White College Degree $80,000 to $84,999",0,1
Female,White,"$35,000 to $39,999",Masters&Doc,NJ,71-80,1,"White Masters&Doc $35,000 to $39,999",0,1
Female,Black/African American,"Less than $14,999",Highschool,TN,21-30,0,"Black/African American Highschool Less than $14,999",0,0
Female,Black/African American,"Less than $14,999",College Degree,FL,51-60,0,"Black/African American College Degree Less than $14,999",0,1
Female,White,"$35,000 to $39,999",Highschool,TX,61-70,1,"White Highschool $35,000 to $39,999",0,0
Female,White,"$125,000 to $149,999",College Degree,MN,31-40,1,"White College Degree $125,000 to $149,999",0,1
Female,White,"$25,000 to $29,999",Highschool,IL,71-80,1,"White Highschool $25,000 to $29,999",0,0
Female,Black/African American,"Less than $14,999",Highschool,PA,21-30,0,"Black/African American Highschool Less than $14,999",0,0
Male,Black/African American,"$80,000 to $84,999",Associate Degree,PA,31-40,0,"Black/African American Associate Degree $80,000 to $84,999",0,1
Female,White,"$30,000 to $34,999",Highschool,KS,61-70,0,"White Highschool $30,000 to $34,999",0,0
Female,White,"$25,000 to $29,999",College Degree,OR,31-40,1,"White College Degree $25,000 to $29,999",0,1
Female,White,"$40,000 to $44,999",Highschool,TN,61-70,1,"White Highschool $40,000 to $44,999",0,0
Female,White,"$85,000 to $89,999",Highschool,OR,61-70,1,"White Highschool $85,000 to $89,999",0,0
Female,White,"$125,000 to $149,999",Masters&Doc,AZ,61-70,1,"White Masters&Doc $125,000 to $149,999",0,1
Male,White,"$55,000 to $59,999",Masters&Doc,MD,51-60,1,"White Masters&Doc $55,000 to $59,999",0,1
Female,Black/African American,"$55,000 to $59,999",College Degree,MD,41-50,0,"Black/African American College Degree $55,000 to $59,999",0,1
Female,White,"$65,000 to $69,999",Highschool,OK,51-60,0,"White Highschool $65,000 to $69,999",0,0
Female,White,"$175,000 to $199,999",College Degree,CO,61-70,1,"White College Degree $175,000 to $199,999",1,1
Female,White,"$50,000 to $54,999",Highschool,MO,31-40,0,"White Highschool $50,000 to $54,999",0,0
Female,White,"$20,000 to $24,999",Highschool,ME,21-30,1,"White Highschool $20,000 to $24,999",0,0
Female,White,"$50,000 to $54,999",Associate Degree,WV,31-40,1,"White Associate Degree $50,000 to $54,999",0,1
Female,Chinese,"$95,000 to $99,999",Masters&Doc,NC,18-20,0,"Chinese Masters&Doc $95,000 to $99,999",0,1
Male,White,"$100,000 to $124,999",College Degree,NJ,61-70,0,"White College Degree $100,000 to $124,999",0,1
Female,White,"$80,000 to $84,999",College Degree,NJ,51-60,0,"White College Degree $80,000 to $84,999",0,1
Female,White,"$100,000 to $124,999",College Degree,CA,31-40,1,"White College Degree $100,000 to $124,999",0,1
Female,White,"$20,000 to $24,999",College Degree,FL,61-70,0,"White College Degree $20,000 to $24,999",0,1
Female,White,"$100,000 to $124,999",Masters&Doc,NV,61-70,1,"White Masters&Doc $100,000 to $124,999",0,1
Female,White,"Less than $14,999",Highschool,TX,18-20,0,"White Highschool Less than $14,999",0,0
Female,White,"Less than $14,999",Associate Degree,FL,21-30,0,"White Associate Degree Less than $14,999",0,1
Female,White,"$60,000 to $64,999",Masters&Doc,WI,51-60,1,"White Masters&Doc $60,000 to $64,999",0,1
Female,White,"$45,000 to $49,999",Associate Degree,KY,31-40,0,"White Associate Degree $45,000 to $49,999",0,1
Female,White,"$50,000 to $54,999",College Degree,FL,51-60,0,"White College Degree $50,000 to $54,999",0,1
Male,Black/African American,"$150,000 to $174,999",Highschool,OH,51-60,0,"Black/African American Highschool $150,000 to $174,999",1,0
Female,White,"$40,000 to $44,999",Highschool,SC,61-70,0,"White Highschool $40,000 to $44,999",0,0
Male,White,"$60,000 to $64,999",Associate Degree,NV,31-40,1,"White Associate Degree $60,000 to $64,999",0,1
Female,White,"Less than $14,999",Highschool,IN,18-20,0,"White Highschool Less than $14,999",0,0
Female,White,"$100,000 to $124,999",Masters&Doc,IL,51-60,0,"White Masters&Doc $100,000 to $124,999",0,1
Female,White,"$25,000 to $29,999",Highschool,FL,80up,1,"White Highschool $25,000 to $29,999",0,0
Female,White,"$15,000 to $19,999",Highschool,WV,51-60,1,"White Highschool $15,000 to $19,999",0,0
Male,White,"Less than $14,999",Highschool,NY,21-30,1,"White Highschool Less than $14,999",0,0
Male,Black/African American,"$125,000 to $149,999",College Degree,GA,61-70,0,"Black/African American College Degree $125,000 to $149,999",0,1
Female,White,"$50,000 to $54,999",Highschool,VA,41-50,0,"White Highschool $50,000 to $54,999",0,0
Female,Other race,"$60,000 to $64,999",Highschool,CA,18-20,0,"Other race Highschool $60,000 to $64,999",0,0
Female,White,"$35,000 to $39,999",College Degree,MI,21-30,1,"White College Degree $35,000 to $39,999",0,1
Female,White,"$85,000 to $89,999",Masters&Doc,GA,31-40,0,"White Masters&Doc $85,000 to $89,999",0,1
Female,White,"$15,000 to $19,999",Associate Degree,VA,61-70,0,"White Associate Degree $15,000 to $19,999",0,1
Female,Black/African American,"Less than $14,999",Highschool,VA,21-30,0,"Black/African American Highschool Less than $14,999",0,0
Male,White,"Less than $14,999",Highschool,TX,21-30,0,"White Highschool Less than $14,999",0,0
Female,Black/African American,"Less than $14,999",Highschool,NY,21-30,0,"Black/African American Highschool Less than $14,999",0,0
Female,White,"$25,000 to $29,999",College Degree,WI,61-70,0,"White College Degree $25,000 to $29,999",0,1
Male,White,"$45,000 to $49,999",Associate Degree,PA,21-30,1,"White Associate Degree $45,000 to $49,999",0,1
Female,White,"$30,000 to $34,999",College Degree,FL,71-80,0,"White College Degree $30,000 to $34,999",0,1
Male,White,"$85,000 to $89,999",College Degree,FL,61-70,1,"White College Degree $85,000 to $89,999",0,1
Female,Black/African American,"$45,000 to $49,999",Highschool,NC,61-70,0,"Black/African American Highschool $45,000 to $49,999",0,0
Male,White,"Less than $14,999",Associate Degree,CA,21-30,1,"White Associate Degree Less than $14,999",0,1
Female,Black/African American,"$40,000 to $44,999",Highschool,GA,71-80,0,"Black/African American Highschool $40,000 to $44,999",0,0
Female,Black/African American,"$35,000 to $39,999",Masters&Doc,MS,51-60,1,"Black/African American Masters&Doc $35,000 to $39,999",0,1
Female,White,"$25,000 to $29,999",Associate Degree,TX,61-70,1,"White Associate Degree $25,000 to $29,999",0,1
Female,White,"$75,000 to $79,999",Masters&Doc,OK,31-40,0,"White Masters&Doc $75,000 to $79,999",0,1
Female,White,"$30,000 to $34,999",College Degree,PA,71-80,0,"White College Degree $30,000 to $34,999",0,1
Male,White,"$50,000 to $54,999",Associate Degree,MI,71-80,0,"White Associate Degree $50,000 to $54,999",0,1
Female,White,"$30,000 to $34,999",College Degree,NY,61-70,0,"White College Degree $30,000 to $34,999",0,1
Female,White,"$20,000 to $24,999",Highschool,NJ,71-80,1,"White Highschool $20,000 to $24,999",0,0
Male,White,"$25,000 to $29,999",Highschool,NV,21-30,1,"White Highschool $25,000 to $29,999",0,0
Female,White,"$95,000 to $99,999",College Degree,TX,31-40,0,"White College Degree $95,000 to $99,999",0,1
Male,White,"$50,000 to $54,999",Highschool,MA,51-60,1,"White Highschool $50,000 to $54,999",0,0
Female,White,"Less than $14,999",Highschool,FL,61-70,0,"White Highschool Less than $14,999",0,0
Male,White,"$55,000 to $59,999",Highschool,CA,21-30,0,"White Highschool $55,000 to $59,999",0,0
Female,White,"$40,000 to $44,999",Highschool,IL,21-30,0,"White Highschool $40,000 to $44,999",0,0
Female,Black/African American,"$70,000 to $74,999",Masters&Doc,VA,31-40,0,"Black/African American Masters&Doc $70,000 to $74,999",0,1
Female,Other race,"$25,000 to $29,999",Masters&Doc,MI,41-50,0,"Other race Masters&Doc $25,000 to $29,999",0,1
Female,White,"$60,000 to $64,999",Associate Degree,MI,71-80,0,"White Associate Degree $60,000 to $64,999",0,1
Female,White,"$60,000 to $64,999",Highschool,CA,31-40,0,"White Highschool $60,000 to $64,999",0,0
Female,Other race,"$25,000 to $29,999",College Degree,FL,21-30,1,"Other race College Degree $25,000 to $29,999",0,1
Male,other asian or pacific islander,"$150,000 to $174,999",Highschool,NJ,18-20,1,"other asian or pacific islander Highschool $150,000 to $174,999",1,0
Female,Black/African American,"$40,000 to $44,999",Highschool,AL,21-30,0,"Black/African American Highschool $40,000 to $44,999",0,0
Male,Black/African American,"$100,000 to $124,999",Highschool,SC,31-40,0,"Black/African American Highschool $100,000 to $124,999",0,0
Female,White,"$100,000 to $124,999",College Degree,FL,31-40,0,"White College Degree $100,000 to $124,999",0,1
Male,White,"$200,000 to $249,999",Masters&Doc,PA,31-40,1,"White Masters&Doc $200,000 to $249,999",1,1
Female,Other race,"$50,000 to $54,999",Masters&Doc,NY,21-30,0,"Other race Masters&Doc $50,000 to $54,999",0,1
Female,Black/African American,"$35,000 to $39,999",Highschool,MA,31-40,0,"Black/African American Highschool $35,000 to $39,999",0,0
Male,Black/African American,"$50,000 to $54,999",Highschool,SC,31-40,0,"Black/African American Highschool $50,000 to $54,999",0,0
Female,White,"$25,000 to $29,999",College Degree,IL,61-70,0,"White College Degree $25,000 to $29,999",0,1
Male,White,"$175,000 to $199,999",Masters&Doc,CA,61-70,0,"White Masters&Doc $175,000 to $199,999",1,1
Female,White,"$50,000 to $54,999",College Degree,FL,51-60,0,"White College Degree $50,000 to $54,999",0,1
Female,White,"$85,000 to $89,999",College Degree,PA,51-60,1,"White College Degree $85,000 to $89,999",0,1
Female,Other race,"$25,000 to $29,999",Highschool,MA,21-30,0,"Other race Highschool $25,000 to $29,999",0,0
Male,Black/African American,"$125,000 to $149,999",College Degree,NY,51-60,0,"Black/African American College Degree $125,000 to $149,999",0,1
Female,Black/African American,"Less than $14,999",Highschool,NJ,31-40,0,"Black/African American Highschool Less than $14,999",0,0
Male,White,"$200,000 to $249,999",Masters&Doc,VA,31-40,0,"White Masters&Doc $200,000 to $249,999",1,1
Male,White,"$55,000 to $59,999",Highschool,TX,41-50,1,"White Highschool $55,000 to $59,999",0,0
Female,Black/African American,"Less than $14,999",Highschool,LA,31-40,0,"Black/African American Highschool Less than $14,999",0,0
Female,American Indian or Alaska Native,"$75,000 to $79,999",College Degree,NY,41-50,1,"American Indian or Alaska Native College Degree $75,000 to $79,999",0,1
Male,White,"Less than $14,999",Highschool,IL,31-40,1,"White Highschool Less than $14,999",0,0
Female,Chinese,"$45,000 to $49,999",Highschool,NH,31-40,0,"Chinese Highschool $45,000 to $49,999",0,0
Male,White,"$80,000 to $84,999",Highschool,AZ,31-40,1,"White Highschool $80,000 to $84,999",0,0
Male,White,"$200,000 to $249,999",Masters&Doc,VA,31-40,1,"White Masters&Doc $200,000 to $249,999",1,1
Female,White,"$20,000 to $24,999",College Degree,MT,51-60,0,"White College Degree $20,000 to $24,999",0,1
Female,Black/African American,"$35,000 to $39,999",Associate Degree,TX,51-60,0,"Black/African American Associate Degree $35,000 to $39,999",0,1
Female,Black/African American,"$50,000 to $54,999",Masters&Doc,VA,61-70,0,"Black/African American Masters&Doc $50,000 to $54,999",0,1
Female,White,"$55,000 to $59,999",Associate Degree,IL,51-60,0,"White Associate Degree $55,000 to $59,999",0,1
Male,White,"$200,000 to $249,999",Masters&Doc,CA,41-50,1,"White Masters&Doc $200,000 to $249,999",1,1
Female,Black/African American,"$50,000 to $54,999",Associate Degree,FL,21-30,0,"Black/African American Associate Degree $50,000 to $54,999",0,1
Female,White,"$20,000 to $24,999",Highschool,CA,21-30,0,"White Highschool $20,000 to $24,999",0,0
Female,White,"Less than $14,999",Highschool,ID,21-30,1,"White Highschool Less than $14,999",0,0
Male,White,"$125,000 to $149,999",Masters&Doc,CA,31-40,1,"White Masters&Doc $125,000 to $149,999",0,1
Female,White,"Less than $14,999",Masters&Doc,TX,31-40,0,"White Masters&Doc Less than $14,999",0,1
Female,White,"$30,000 to $34,999",College Degree,SC,21-30,1,"White College Degree $30,000 to $34,999",0,1
Male,White,"$40,000 to $44,999",Associate Degree,FL,41-50,0,"White Associate Degree $40,000 to $44,999",0,1
Male,White,"$40,000 to $44,999",Masters&Doc,VA,21-30,0,"White Masters&Doc $40,000 to $44,999",0,1
Female,White,"$30,000 to $34,999",Associate Degree,CA,41-50,0,"White Associate Degree $30,000 to $34,999",0,1
Male,other asian or pacific islander,"$95,000 to $99,999",College Degree,CA,31-40,0,"other asian or pacific islander College Degree $95,000 to $99,999",0,1
Male,White,"$175,000 to $199,999",Masters&Doc,MA,41-50,0,"White Masters&Doc $175,000 to $199,999",1,1
Female,White,"$150,000 to $174,999",College Degree,IL,41-50,1,"White College Degree $150,000 to $174,999",1,1
Male,White,"$75,000 to $79,999",Highschool,IL,21-30,0,"White Highschool $75,000 to $79,999",0,0
Female,Black/African American,"$30,000 to $34,999",College Degree,NC,41-50,0,"Black/African American College Degree $30,000 to $34,999",0,1
Male,White,"$100,000 to $124,999",College Degree,NJ,31-40,1,"White College Degree $100,000 to $124,999",0,1
Male,White,"$40,000 to $44,999",Associate Degree,AZ,71-80,0,"White Associate Degree $40,000 to $44,999",0,1
Female,Other race,"$20,000 to $24,999",Highschool,NY,21-30,0,"Other race Highschool $20,000 to $24,999",0,0
Male,White,"$125,000 to $149,999",Masters&Doc,CA,31-40,1,"White Masters&Doc $125,000 to $149,999",0,1
Male,White,"$20,000 to $24,999",Highschool,SC,61-70,0,"White Highschool $20,000 to $24,999",0,0
Female,White,"$150,000 to $174,999",Masters&Doc,NJ,61-70,1,"White Masters&Doc $150,000 to $174,999",1,1
Male,White,"$50,000 to $54,999",College Degree,AL,41-50,1,"White College Degree $50,000 to $54,999",0,1
Female,Black/African American,"Less than $14,999",Highschool,NV,21-30,0,"Black/African American Highschool Less than $14,999",0,0
Female,White,"$20,000 to $24,999",College Degree,NV,61-70,0,"White College Degree $20,000 to $24,999",0,1
Male,White,"$50,000 to $54,999",Highschool,FL,21-30,1,"White Highschool $50,000 to $54,999",0,0
Female,Black/African American,"$70,000 to $74,999",Masters&Doc,TX,51-60,0,"Black/African American Masters&Doc $70,000 to $74,999",0,1
Female,Other race,"$55,000 to $59,999",Highschool,FL,41-50,0,"Other race Highschool $55,000 to $59,999",0,0
Male,White,"$125,000 to $149,999",College Degree,TX,41-50,1,"White College Degree $125,000 to $149,999",0,1
Male,White,"$80,000 to $84,999",Associate Degree,NE,31-40,0,"White Associate Degree $80,000 to $84,999",0,1
Male,White,"$125,000 to $149,999",College Degree,GA,31-40,1,"White College Degree $125,000 to $149,999",0,1
Female,White,"$25,000 to $29,999",Highschool,FL,21-30,1,"White Highschool $25,000 to $29,999",0,0
Male,White,"$20,000 to $24,999",Masters&Doc,NC,21-30,1,"White Masters&Doc $20,000 to $24,999",0,1
